Category,Condition,Alias,Relative Link
"Food, nutrition, and metabolism",deficiency of methylcrotonoyl-coa carboxylase,3-methylcrotonyl-coa carboxylase deficiency,/condition/3-methylcrotonyl-coa-carboxylase-deficiency
"Food, nutrition, and metabolism",deficiency of phosphotriose isomerase,triosephosphate isomerase deficiency,/condition/triosephosphate-isomerase-deficiency
"Food, nutrition, and metabolism",deoxyguanosine kinase deficiency,,/condition/deoxyguanosine-kinase-deficiency
"Food, nutrition, and metabolism",desmosterolosis,,/condition/desmosterolosis
"Food, nutrition, and metabolism",dguok-related mitochondrial dna depletion syndrome,deoxyguanosine kinase deficiency,/condition/deoxyguanosine-kinase-deficiency
"Food, nutrition, and metabolism",diabetes insipidus and mellitus with optic atrophy and deafness,wolfram syndrome,/condition/wolfram-syndrome
"Food, nutrition, and metabolism","diabetes insipidus, diabetes mellitus, optic atrophy, and deafness",wolfram syndrome,/condition/wolfram-syndrome
"Food, nutrition, and metabolism","diabetes mellitus, insulin-dependent",type 1 diabetes,/condition/type-1-diabetes
"Food, nutrition, and metabolism",diabetes mellitus type 1,type 1 diabetes,/condition/type-1-diabetes
"Food, nutrition, and metabolism",didmoad,wolfram syndrome,/condition/wolfram-syndrome
"Food, nutrition, and metabolism",diffuse cerebral sclerosis of schilder,alpers-huttenlocher syndrome,/condition/alpers-huttenlocher-syndrome
"Food, nutrition, and metabolism",diffuse globoid body sclerosis,krabbe disease,/condition/krabbe-disease
"Food, nutrition, and metabolism",dihydrolipoamide dehydrogenase deficiency,,/condition/dihydrolipoamide-dehydrogenase-deficiency
"Food, nutrition, and metabolism",dihydrolipoyl dehydrogenase deficiency,dihydrolipoamide dehydrogenase deficiency,/condition/dihydrolipoamide-dehydrogenase-deficiency
"Food, nutrition, and metabolism",dihydropyrimidinase deficiency,,/condition/dihydropyrimidinase-deficiency
"Food, nutrition, and metabolism",dihydropyrimidine dehydrogenase deficiency,,/condition/dihydropyrimidine-dehydrogenase-deficiency
"Food, nutrition, and metabolism",dihydropyrimidinase deficiency,,/condition/dihydropyrimidinase-deficiency
"Food, nutrition, and metabolism",dihydrouracil amidohydrolase deficiency,dihydropyrimidinase deficiency,/condition/dihydropyrimidinase-deficiency
"Food, nutrition, and metabolism",disaccharide intolerance i,congenital sucrase-isomaltase deficiency,/condition/congenital-sucrase-isomaltase-deficiency
"Food, nutrition, and metabolism",djs,dubin-johnson syndrome,/condition/dubin-johnson-syndrome
"Food, nutrition, and metabolism",dld deficiency,dihydrolipoamide dehydrogenase deficiency,/condition/dihydrolipoamide-dehydrogenase-deficiency
"Food, nutrition, and metabolism",dnajc19 defect,barth syndrome,/condition/barth-syndrome
"Food, nutrition, and metabolism",dopa decarboxylase deficiency,aromatic l-amino acid decarboxylase deficiency,/condition/aromatic-l-amino-acid-decarboxylase-deficiency
"Food, nutrition, and metabolism",dpd deficiency,dihydropyrimidine dehydrogenase deficiency,/condition/dihydropyrimidine-dehydrogenase-deficiency
"Food, nutrition, and metabolism",dph deficiency,dihydropyrimidinase deficiency,/condition/dihydropyrimidinase-deficiency
"Food, nutrition, and metabolism",dpys deficiency,dihydropyrimidinase deficiency,/condition/dihydropyrimidinase-deficiency
"Food, nutrition, and metabolism",dubin-johnson syndrome,,/condition/dubin-johnson-syndrome
"Food, nutrition, and metabolism",dyslipoproteinemic corneal dystrophy,fish-eye disease,/condition/fish-eye-disease
"Food, nutrition, and metabolism",e3 deficiency,dihydrolipoamide dehydrogenase deficiency,/condition/dihydrolipoamide-dehydrogenase-deficiency
"Food, nutrition, and metabolism",early-onset biotin-responsive multiple carboxylase deficiency,holocarboxylase synthetase deficiency,/condition/holocarboxylase-synthetase-deficiency
"Food, nutrition, and metabolism",early-onset combined carboxylase deficiency,holocarboxylase synthetase deficiency,/condition/holocarboxylase-synthetase-deficiency
"Food, nutrition, and metabolism",electron transfer flavoprotein deficiency,glutaric acidemia type ii,/condition/glutaric-acidemia-type-ii
"Food, nutrition, and metabolism",elevated cholesterol,hypercholesterolemia,/condition/hypercholesterolemia
"Food, nutrition, and metabolism",ema,glutaric acidemia type ii,/condition/glutaric-acidemia-type-ii
"Food, nutrition, and metabolism",encephalopathy due to glut1 deficiency,glut1 deficiency syndrome,/condition/glut1-deficiency-syndrome
"Food, nutrition, and metabolism",endogenous hypertriglyceridaemia,familial lipoprotein lipase deficiency,/condition/familial-lipoprotein-lipase-deficiency
"Food, nutrition, and metabolism",epimerase deficiency galactosemia,galactosemia,/condition/galactosemia
"Food, nutrition, and metabolism",etfa deficiency,glutaric acidemia type ii,/condition/glutaric-acidemia-type-ii
"Food, nutrition, and metabolism",etfb deficiency,glutaric acidemia type ii,/condition/glutaric-acidemia-type-ii
"Food, nutrition, and metabolism",etfdh deficiency,glutaric acidemia type ii,/condition/glutaric-acidemia-type-ii
"Food, nutrition, and metabolism",ethylmalonic-adipicaciduria,glutaric acidemia type ii,/condition/glutaric-acidemia-type-ii
"Food, nutrition, and metabolism",fabry disease,,/condition/fabry-disease
"Food, nutrition, and metabolism",faldh deficiency,sjögren-larsson syndrome,/condition/sjogren-larsson-syndrome
"Food, nutrition, and metabolism",familial hemochromatosis,hereditary hemochromatosis,/condition/hereditary-hemochromatosis
"Food, nutrition, and metabolism",familial hyperlysinemia,hyperlysinemia,/condition/hyperlysinemia
"Food, nutrition, and metabolism",familial hyperreninemic hypoaldosteronism,corticosterone methyloxidase deficiency,/condition/corticosterone-methyloxidase-deficiency
"Food, nutrition, and metabolism",familial hypobetalipoproteinemia,,/condition/familial-hypobetalipoproteinemia
"Food, nutrition, and metabolism",familial isolated vitamin e deficiency,ataxia with vitamin e deficiency,/condition/ataxia-with-vitamin-e-deficiency
"Food, nutrition, and metabolism",familial lcat deficiency,complete lcat deficiency,/condition/complete-lcat-deficiency
"Food, nutrition, and metabolism",familial lecithin-cholesterol acyltransferase deficiency,complete lcat deficiency,/condition/complete-lcat-deficiency
"Food, nutrition, and metabolism",familial lipoprotein lipase deficiency,,/condition/familial-lipoprotein-lipase-deficiency
"Food, nutrition, and metabolism",familial primary hypomagnesemia with hypocalcuria,hypomagnesemia with secondary hypocalcemia,/condition/hypomagnesemia-with-secondary-hypocalcemia
"Food, nutrition, and metabolism",familial protracted enteropathy,microvillus inclusion disease,/condition/microvillus-inclusion-disease
"Food, nutrition, and metabolism",familial pyrimidemia,dihydropyrimidine dehydrogenase deficiency,/condition/dihydropyrimidine-dehydrogenase-deficiency
"Food, nutrition, and metabolism",familial xanthomatosis,wolman disease,/condition/wolman-disease
"Food, nutrition, and metabolism",farber lipogranulomatosis,,/condition/farber-lipogranulomatosis
"Food, nutrition, and metabolism",fatty aldehyde dehydrogenase deficiency,sjögren-larsson syndrome,/condition/sjogren-larsson-syndrome
"Food, nutrition, and metabolism",fed,fish-eye disease,/condition/fish-eye-disease
"Food, nutrition, and metabolism",fellman syndrome,gracile syndrome,/condition/gracile-syndrome
"Food, nutrition, and metabolism",fhbl,familial hypobetalipoproteinemia,/condition/familial-hypobetalipoproteinemia
"Food, nutrition, and metabolism",figlu-uria,glutamate formiminotransferase deficiency,/condition/glutamate-formiminotransferase-deficiency
"Food, nutrition, and metabolism",finnish lactic acidosis with hepatic hemosiderosis,gracile syndrome,/condition/gracile-syndrome
"Food, nutrition, and metabolism",finnish lethal neonatal metabolic syndrome,gracile syndrome,/condition/gracile-syndrome
"Food, nutrition, and metabolism",fish-eye disease,,/condition/fish-eye-disease
"Food, nutrition, and metabolism",fish malodor syndrome,trimethylaminuria,/condition/trimethylaminuria
"Food, nutrition, and metabolism",fish odor syndrome,trimethylaminuria,/condition/trimethylaminuria
"Food, nutrition, and metabolism",five,ataxia with vitamin e deficiency,/condition/ataxia-with-vitamin-e-deficiency
"Food, nutrition, and metabolism",fld,complete lcat deficiency,/condition/complete-lcat-deficiency
"Food, nutrition, and metabolism",folling disease,phenylketonuria,/condition/phenylketonuria
"Food, nutrition, and metabolism",forbes disease,glycogen storage disease type iii,/condition/glycogen-storage-disease-type-iii
"Food, nutrition, and metabolism",formiminoglutamic aciduria,glutamate formiminotransferase deficiency,/condition/glutamate-formiminotransferase-deficiency
"Food, nutrition, and metabolism",formiminotransferase deficiency,glutamate formiminotransferase deficiency,/condition/glutamate-formiminotransferase-deficiency
"Food, nutrition, and metabolism",free sialic acid storage disease,sialic acid storage disease,/condition/sialic-acid-storage-disease
"Food, nutrition, and metabolism",french type sialuria,sialuria,/condition/sialuria
"Food, nutrition, and metabolism",friedreich ataxia phenotype with selective vitamin e deficiency,ataxia with vitamin e deficiency,/condition/ataxia-with-vitamin-e-deficiency
"Food, nutrition, and metabolism",friedreich-like ataxia,ataxia with vitamin e deficiency,/condition/ataxia-with-vitamin-e-deficiency
"Food, nutrition, and metabolism","fructose-1,6-biphosphate aldolase deficiency",hereditary fructose intolerance,/condition/hereditary-fructose-intolerance
"Food, nutrition, and metabolism",fructose-1-phosphate aldolase deficiency,hereditary fructose intolerance,/condition/hereditary-fructose-intolerance
"Food, nutrition, and metabolism",fructose aldolase b deficiency,hereditary fructose intolerance,/condition/hereditary-fructose-intolerance
"Food, nutrition, and metabolism",fructose intolerance,hereditary fructose intolerance,/condition/hereditary-fructose-intolerance
"Food, nutrition, and metabolism",fructosemia,hereditary fructose intolerance,/condition/hereditary-fructose-intolerance
"Food, nutrition, and metabolism",fucosidase deficiency,fucosidosis,/condition/fucosidosis
"Food, nutrition, and metabolism",fucosidosis,,/condition/fucosidosis
"Food, nutrition, and metabolism",fukuhara disease,myoclonic epilepsy with ragged-red fibers,/condition/myoclonic-epilepsy-with-ragged-red-fibers
"Food, nutrition, and metabolism",fumarase deficiency,,/condition/fumarase-deficiency
"Food, nutrition, and metabolism",fumarate hydratase deficiency,fumarase deficiency,/condition/fumarase-deficiency
"Food, nutrition, and metabolism",fumaric aciduria,fumarase deficiency,/condition/fumarase-deficiency
"Food, nutrition, and metabolism",g1d,glut1 deficiency syndrome,/condition/glut1-deficiency-syndrome
"Food, nutrition, and metabolism",g6pd deficiency,glucose-6-phosphate dehydrogenase deficiency,/condition/glucose-6-phosphate-dehydrogenase-deficiency
"Food, nutrition, and metabolism",g6pdd,glucose-6-phosphate dehydrogenase deficiency,/condition/glucose-6-phosphate-dehydrogenase-deficiency
"Food, nutrition, and metabolism",ga i,glutaric acidemia type i,/condition/glutaric-acidemia-type-i
"Food, nutrition, and metabolism",ga ii,glutaric acidemia type ii,/condition/glutaric-acidemia-type-ii
"Food, nutrition, and metabolism",gaa deficiency,pompe disease,/condition/pompe-disease
"Food, nutrition, and metabolism",galactokinase deficiency disease,galactosemia,/condition/galactosemia
"Food, nutrition, and metabolism",galactose-1-phosphate uridyl-transferase deficiency disease,galactosemia,/condition/galactosemia
"Food, nutrition, and metabolism",galactose epimerase deficiency,galactosemia,/condition/galactosemia
"Food, nutrition, and metabolism",galactosemia,,/condition/galactosemia
"Food, nutrition, and metabolism",galactosialidosis,,/condition/galactosialidosis
"Food, nutrition, and metabolism",galactosylceramidase deficiency disease,krabbe disease,/condition/krabbe-disease
"Food, nutrition, and metabolism",galactosylceramide lipidosis,krabbe disease,/condition/krabbe-disease
"Food, nutrition, and metabolism",galactosylcerebrosidase deficiency,krabbe disease,/condition/krabbe-disease
"Food, nutrition, and metabolism",galactosylsphingosine lipidosis,krabbe disease,/condition/krabbe-disease
"Food, nutrition, and metabolism",galb deficiency,schindler disease,/condition/schindler-disease
"Food, nutrition, and metabolism",galc deficiency,krabbe disease,/condition/krabbe-disease
"Food, nutrition, and metabolism",gale deficiency,galactosemia,/condition/galactosemia
"Food, nutrition, and metabolism",galk deficiency,galactosemia,/condition/galactosemia
"Food, nutrition, and metabolism",galt deficiency,galactosemia,/condition/galactosemia
"Food, nutrition, and metabolism",gamma-hydroxybutyric acidemia,succinic semialdehyde dehydrogenase deficiency,/condition/succinic-semialdehyde-dehydrogenase-deficiency
"Food, nutrition, and metabolism",gamma-hydroxybutyric aciduria,succinic semialdehyde dehydrogenase deficiency,/condition/succinic-semialdehyde-dehydrogenase-deficiency
"Food, nutrition, and metabolism",gaucher disease,,/condition/gaucher-disease
"Food, nutrition, and metabolism",gcl,krabbe disease,/condition/krabbe-disease
"Food, nutrition, and metabolism",gd,gaucher disease,/condition/gaucher-disease
"Food, nutrition, and metabolism",generalized lipodystrophy,berardinelli-seip congenital lipodystrophy,/condition/berardinelli-seip-congenital-lipodystrophy
"Food, nutrition, and metabolism",genetic hemochromatosis,hereditary hemochromatosis,/condition/hereditary-hemochromatosis
"Food, nutrition, and metabolism",ggm,glucose-galactose malabsorption,/condition/glucose-galactose-malabsorption
"Food, nutrition, and metabolism",gla deficiency,fabry disease,/condition/fabry-disease
"Food, nutrition, and metabolism",gld,krabbe disease,/condition/krabbe-disease
"Food, nutrition, and metabolism",glucocerebrosidase deficiency,gaucher disease,/condition/gaucher-disease
"Food, nutrition, and metabolism",glucocerebrosidosis,gaucher disease,/condition/gaucher-disease
"Food, nutrition, and metabolism",glucose-6-phosphate deficiency,glycogen storage disease type i,/condition/glycogen-storage-disease-type-i
