gene	diseaseName	score_hpo
EIF2B1	Premature ovarian failure	1
EIF2B1	Seizures	1
EIF2B1	Cerebral hypomyelination	1
EIF2B1	Emotional lability	1
EIF2B1	Blindness	1
EIF2B1	CNS demyelination	1
EIF2B1	Decreased serum progesterone	1
EIF2B1	Memory impairment	1
WNK4	Hypertension	1
WNK4	Hyperkalemia	1
WNK4	Hyperchloremia	1
WNK4	Autosomal dominant inheritance	1
WNK4	Hyperchloremic metabolic acidosis	1
WNK4	Pseudohypoaldosteronism	1
ALG14	Increased jitter at single fibre EMG	1
ALG14	Fatigable weakness	1
ALG14	Ptosis	1
ALG14	EMG: decremental response of compound muscle action potential to repetitive nerve stimulation	1
ALG14	Autosomal recessive inheritance	1
ALG14	Frequent falls	1
ALG14	Multiple joint contractures	1
TUBB	Edema	1
TUBB	Epicanthus	1
TUBB	Hypertrichosis	1
TUBB	Umbilical hernia	1
TUBB	Localized neuroblastoma	1
TUBB	Abnormality of the musculature	1
TUBB	Abnormality of the scrotum	1
TUBB	Short stature	1
TUBB	External ear malformation	1
TUBB	Congestive heart failure	1
TUBB	Cleft palate	1
TUBB	Cognitive impairment	1
TUBB	Autosomal dominant inheritance	1
TUBB	Abnormality of the skin	1
TUBB	Low-set, posteriorly rotated ears	1
TUBB	Abnormality of cardiovascular system morphology	1
TUBB	Microcornea	1
TUBB	Cutis laxa	1
TUBB	Long philtrum	1
TUBB	Lower limb asymmetry	1
TUBB	Micrognathia	1
TUBB	Retinopathy	1
TUBB	Aplasia/Hypoplasia affecting the eye	1
TUBB	Neoplasm of the nervous system	1
TUBB	Irregular hyperpigmentation	1
TUBB	Cryptorchidism	1
TUBB	Microcephaly	1
TUBB	Thickened skin	1
TUBB	Sacrococcygeal pilonidal abnormality	1
TUBB	Displacement of the external urethral meatus	1
RELN	Autosomal recessive inheritance	1
RELN	Prominent nasal bridge	1
RELN	Sloping forehead	1
RELN	Microcephaly	1
RELN	Type I lissencephaly	1
RELN	Thick cerebral cortex	1
POLG	Dysarthria	1
POLG	Progressive muscle weakness	1
POLG	Ragged-red muscle fibers	1
POLG	Dysphagia	1
POLG	Increased serum lactate	1
POLG	Parkinsonism with favorable response to dopaminergic medication	1
POLG	Sensory axonal neuropathy	1
POLG	Depression	1
POLG	Hyporeflexia	1
POLG	Impaired distal proprioception	1
POLG	Limb muscle weakness	1
POLG	Subsarcolemmal accumulations of abnormally shaped mitochondria	1
POLG	Progressive external ophthalmoplegia	1
POLG	Phenotypic variability	1
POLG	Ptosis	1
POLG	Bradykinesia	1
POLG	Increased variability in muscle fiber diameter	1
POLG	Primary amenorrhea	1
POLG	Decreased activity of cytochrome C oxidase in muscle tissue	1
POLG	Gastroparesis	1
POLG	Exercise intolerance	1
POLG	Hypergonadotropic hypogonadism	1
POLG	Adult onset	1
POLG	Facial palsy	1
POLG	Muscle fiber necrosis	1
POLG	Secondary amenorrhea	1
POLG	Pes cavus	1
POLG	Premature ovarian failure	1
POLG	Autosomal dominant inheritance	1
POLG	Progressive	1
POLG	Sensorineural hearing impairment	1
POLG	Skeletal muscle atrophy	1
POLG	Gait ataxia	1
POLG	Cataract	1
POLG	Rigidity	1
POLG	EMG: myopathic abnormalities	1
POLG	Multiple mitochondrial DNA deletions	1
POLG	Resting tremor	1
POLG	Impaired distal vibration sensation	1
POLG	Testicular atrophy	1
SYNE2	Cardiomyopathy	1
SYNE2	Phenotypic variability	1
SYNE2	Proximal amyotrophy	1
SYNE2	Respiratory insufficiency	1
SYNE2	Proximal muscle weakness	1
SYNE2	Elevated serum creatine phosphokinase	1
SYNE2	Autosomal dominant inheritance	1
SYNE2	Childhood onset	1
SYNE2	Arrhythmia	1
SYNE2	Muscular dystrophy	1
CD3G	Autosomal recessive inheritance	1
CD3G	Immunodeficiency	1
SCNN1B	Bronchiectasis	1
SCNN1B	Chronic bronchitis	1
SCNN1B	Autosomal dominant inheritance	1
SCNN1B	Elevated sweat chloride	1
NPHP4	Anemia	1
NPHP4	Tubulointerstitial fibrosis	1
NPHP4	Tubular atrophy	1
NPHP4	Renal corticomedullary cysts	1
NPHP4	Stage 5 chronic kidney disease	1
NPHP4	Polydipsia	1
NPHP4	Polyuria	1
NPHP4	Growth delay	1
NPHP4	Autosomal recessive inheritance	1
NPHP4	Nephronophthisis	1
CYP1B1	Increased intraocular pressure	1
CYP1B1	Buphthalmos	1
CYP1B1	Heterogeneous	1
CYP1B1	Late onset congenital glaucoma	1
CYP1B1	Autosomal recessive inheritance	1
EPG5	Nystagmus	1
EPG5	Congenital onset	1
EPG5	Cleft palate	1
EPG5	Congestive heart failure	1
EPG5	Hypertelorism	1
EPG5	Agenesis of corpus callosum	1
EPG5	Abnormality of neuronal migration	1
EPG5	EEG abnormality	1
EPG5	Schizencephaly	1
EPG5	Generalized hypopigmentation	1
EPG5	IgG deficiency	1
EPG5	Cataract	1
EPG5	Sensorineural hearing impairment	1
EPG5	Aplasia/Hypoplasia of the cerebellum	1
EPG5	Cognitive impairment	1
EPG5	Hypopigmentation of the fundus	1
EPG5	Cerebral cortical atrophy	1
EPG5	Cellular immunodeficiency	1
EPG5	Sleep disturbance	1
EPG5	White matter neuronal heterotopia	1
EPG5	Autosomal recessive inheritance	1
EPG5	Cutaneous anergy	1
EPG5	Abnormality of the macula	1
EPG5	Short stature	1
EPG5	Immunoglobulin IgG2 deficiency	1
EPG5	Cerebellar vermis hypoplasia	1
EPG5	Muscular hypotonia	1
EPG5	Limitation of joint mobility	1
EPG5	Hypotelorism	1
EPG5	Global developmental delay	1
EPG5	Abnormality of retinal pigmentation	1
EPG5	Failure to thrive	1
EPG5	Dilated cardiomyopathy	1
EPG5	Seizures	1
EPG5	Abnormal posturing	1
EPG5	Decreased number of CD4+ T cells	1
EPG5	Micrognathia	1
EPG5	Low-set ears	1
EPG5	Abnormality of the thymus	1
EPG5	Hypertrophic cardiomyopathy	1
EPG5	Acidosis	1
EPG5	Recurrent viral infections	1
EPG5	Ocular albinism	1
EPG5	Albinism	1
EPG5	Optic atrophy	1
EPG5	Penile hypospadias	1
EPG5	Aplasia/Hypoplasia of the corpus callosum	1
EPG5	Recurrent fungal infections	1
EPG5	Motor delay	1
EPG5	Recurrent respiratory infections	1
EPG5	Congenital cataract	1
EPG5	Myopathy	1
EPG5	Left ventricular hypertrophy	1
EPG5	Hypopigmentation of hair	1
EPG5	Cleft upper lip	1
EPG5	Growth delay	1
EPG5	Chronic mucocutaneous candidiasis	1
EPG5	Abnormality of the palate	1
EPG5	Abnormality of the renal tubule	1
EPG5	Decreased T cell activation	1
EPG5	Recurrent bacterial infections	1
EPG5	Microcephaly	1
COL25A1	Ptosis	1
ABCC8	Strabismus	1
ABCC8	Hyperinsulinemic hypoglycemia	1
ABCC8	Intellectual disability	1
ABCC8	Hypoglycemia	1
ABCC8	Hyperreflexia	1
ABCC8	Ataxia	1
ABCC8	Coma	1
ABCC8	Autosomal dominant inheritance	1
ABCC8	Irritability	1
ABCC8	Spasticity	1
ABCC8	Drowsiness	1
ABCC8	Autosomal recessive inheritance	1
DHODH	Malar flattening	1
DHODH	Supernumerary vertebrae	1
DHODH	Downslanted palpebral fissures	1
DHODH	Low-set, posteriorly rotated ears	1
DHODH	Cleft eyelid	1
DHODH	Micropenis	1
DHODH	Strabismus	1
DHODH	Cleft upper lip	1
DHODH	Pyloric stenosis	1
DHODH	Low-set ears	1
DHODH	Autosomal recessive inheritance	1
DHODH	Non-midline cleft lip	1
DHODH	Congenital hip dislocation	1
DHODH	Finger syndactyly	1
DHODH	Aplasia/Hypoplasia of the radius	1
DHODH	Cryptorchidism	1
DHODH	Ectropion	1
DHODH	Conical tooth	1
DHODH	Micrognathia	1
DHODH	Supernumerary nipple	1
DHODH	Short thumb	1
DHODH	Abnormality of the foot	1
DHODH	Abnormality of the kidney	1
DHODH	Camptodactyly of finger	1
DHODH	Postnatal growth retardation	1
DHODH	Midgut malrotation	1
DHODH	Abnormality of the ulna	1
DHODH	Hypoplasia of the zygomatic bone	1
DHODH	Abnormal dermatoglyphics	1
DHODH	Cleft palate	1
DHODH	Pectus excavatum	1
DHODH	Hypoplasia of the ulna	1
DHODH	Cupped ear	1
DHODH	Choanal atresia	1
DHODH	Syndactyly	1
DHODH	Radioulnar synostosis	1
DHODH	Conductive hearing impairment	1
DHODH	Hypoplasia of the radius	1
SPAG1	Sinusitis	1
SPAG1	Ciliary dyskinesia	1
SPAG1	Rhinitis	1
SPAG1	Chronic bronchitis	1
SPAG1	Autosomal recessive inheritance	1
SPAG1	Respiratory insufficiency due to defective ciliary clearance	1
SPAG1	Situs inversus totalis	1
SPAG1	Recurrent otitis media	1
SPAG1	Bronchiectasis	1
CDAN1	Reduced activity of N-acetylglucosaminyltransferase II	1
CDAN1	Erythroid hyperplasia	1
CDAN1	Poikilocytosis	1
CDAN1	Autosomal recessive inheritance	1
CDAN1	Endopolyploidy on chromosome studies of bone marrow	1
CDAN1	Macrocytic dyserythropoietic anemia	1
CDAN1	Prolonged neonatal jaundice	1
CDAN1	Syndactyly	1
CDAN1	Reticulocytosis	1
CDAN1	Anisocytosis	1
CDAN1	Mild postnatal growth retardation	1
CDAN1	Splenomegaly	1
CDAN1	Hydrops fetalis	1
SLC52A2	Optic atrophy	1
SLC52A2	Cerebral cortical atrophy	1
SLC52A2	Seizures	1
SLC52A2	Muscle weakness	1
SLC52A2	Neurological speech impairment	1
SLC52A2	Hallucinations	1
SLC52A2	Diabetes insipidus	1
SLC52A2	Hypertension	1
SLC52A2	Tremor	1
SLC52A2	Involuntary movements	1
SLC52A2	Skeletal muscle atrophy	1
SLC52A2	Cognitive impairment	1
SLC52A2	Decreased body weight	1
SLC52A2	Abnormality of color vision	1
SLC52A2	Reduced tendon reflexes	1
SLC52A2	Feeding difficulties in infancy	1
SLC52A2	Sensorineural hearing impairment	1
SLC52A2	Muscular hypotonia	1
SLC52A2	Apnea	1
SLC52A2	Abnormality of the genital system	1
SLC52A2	Incoordination	1
SLC52A2	Visual impairment	1
SLC52A2	Cranial nerve paralysis	1
SLC52A2	Abnormality of the autonomic nervous system	1
SLC52A2	Gynecomastia	1
SLC52A2	Abnormality of the macula	1
SLC52A2	Respiratory insufficiency	1
SLC52A2	Abnormality of retinal pigmentation	1
SLC52A3	Optic atrophy	1
SLC52A3	Cerebral cortical atrophy	1
SLC52A3	Seizures	1
SLC52A3	Muscle weakness	1
SLC52A3	Neurological speech impairment	1
SLC52A3	Hallucinations	1
SLC52A3	Diabetes insipidus	1
SLC52A3	Hypertension	1
SLC52A3	Tremor	1
SLC52A3	Involuntary movements	1
SLC52A3	Skeletal muscle atrophy	1
SLC52A3	Cognitive impairment	1
SLC52A3	Decreased body weight	1
SLC52A3	Abnormality of color vision	1
SLC52A3	Reduced tendon reflexes	1
SLC52A3	Feeding difficulties in infancy	1
SLC52A3	Sensorineural hearing impairment	1
SLC52A3	Muscular hypotonia	1
SLC52A3	Apnea	1
SLC52A3	Abnormality of the genital system	1
SLC52A3	Incoordination	1
SLC52A3	Visual impairment	1
SLC52A3	Cranial nerve paralysis	1
SLC52A3	Abnormality of the autonomic nervous system	1
SLC52A3	Gynecomastia	1
SLC52A3	Abnormality of the macula	1
SLC52A3	Respiratory insufficiency	1
SLC52A3	Abnormality of retinal pigmentation	1
KIF21A	Superior rectus atrophy	1
KIF21A	Compensatory chin elevation	1
KIF21A	Bilateral ptosis	1
KIF21A	Levator palpebrae superioris atrophy	1
KIF21A	Esotropia	1
KIF21A	Congenital fibrosis of extraocular muscles	1
KIF21A	Restrictive external ophthalmoplegia	1
KIF21A	Autosomal dominant inheritance	1
KIF21A	Exotropia	1
BMPR1A	Neoplasm of the colon	1
BMPR1A	Gastrointestinal hemorrhage	1
BMPR1A	Neoplasm of the rectum	1
BMPR1A	Intestinal polyposis	1
GREM1	Neoplasm of the colon	1
GREM1	Gastrointestinal hemorrhage	1
GREM1	Neoplasm of the rectum	1
GREM1	Intestinal polyposis	1
THRB	Thyroid hormone receptor defect	1
THRB	Thyroid-stimulating hormone excess	1
THRB	Hyperthyroidism	1
THRB	Autosomal dominant inheritance	1
PIK3CA	Muscular hypotonia	1
PIK3CA	Epicanthus	1
PIK3CA	Facial asymmetry	1
PIK3CA	Global developmental delay	1
PIK3CA	Ventriculomegaly	1
PIK3CA	Cognitive impairment	1
PIK3CA	Overgrowth	1
PIK3CA	Megalencephaly	1
PIK3CA	Hydrocephalus	1
PIK3CA	Depressed nasal bridge	1
PIK3CA	Foot polydactyly	1
PIK3CA	Toe syndactyly	1
PIK3CA	Arteriovenous malformation	1
PIK3CA	Deeply set eye	1
PIK3CA	Hypermelanotic macule	1
PIK3CA	Arrhythmia	1
PIK3CA	Finger syndactyly	1
PIK3CA	Optic atrophy	1
PIK3CA	Somatic mutation	1
PIK3CA	Large earlobe	1
PIK3CA	Wide mouth	1
PIK3CA	Hand polydactyly	1
PIK3CA	Syndactyly	1
PIK3CA	Smooth philtrum	1
PIK3CA	Microphthalmia	1
PIK3CA	Hypertelorism	1
PIK3CA	Meningioma	1
PIK3CA	Progressive macrocephaly	1
PIK3CA	Frontal bossing	1
PIK3CA	Ventricular septal defect	1
PIK3CA	Arnold-Chiari malformation	1
PIK3CA	Joint laxity	1
PIK3CA	Aplasia/Hypoplasia of the cerebellum	1
PIK3CA	Seizures	1
PIK3CA	Nephroblastoma (Wilms tumor)	1
PIK3CA	Cutis marmorata	1
PIK3CA	High forehead	1
PIK3CA	Cavum septum pellucidum	1
PIK3CA	Joint hypermobility	1
PIK3CA	Polymicrogyria	1
PIK3CA	Telangiectasia of the skin	1
PIK3CA	Sporadic	1
PIK3CA	Full cheeks	1
PIK3CA	Broad forehead	1
PIK3CA	Abnormality of neuronal migration	1
PIK3CA	Cerebral ischemia	1
PIK3CA	Intellectual disability	1
PIK3CA	Polydactyly	1
PIK3CA	Hernia	1
PIK3CA	Asymmetric growth	1
PIK3CA	Macrocephaly	1
PIK3CA	Leukemia	1
PIK3CA	Downslanted palpebral fissures	1
PIK3CA	Visceral angiomatosis	1
KRT13	Hyperparakeratosis	1
GNPAT	Scoliosis	1
GNPAT	Rhizomelia	1
GNPAT	Intellectual disability	1
GNPAT	High palate	1
GNPAT	Flexion contracture	1
GNPAT	Irregular vertebral endplates	1
GNPAT	Muscular hypotonia	1
GNPAT	Cataract	1
GNPAT	Micrognathia	1
GNPAT	Calcific stippling	1
GNPAT	Large fontanelles	1
GNPAT	Wide nasal bridge	1
GNPAT	Failure to thrive	1
GNPAT	Depressed nasal bridge	1
GNPAT	Autosomal recessive inheritance	1
GNPAT	Short humerus	1
GNPAT	Stippled calcification proximal humeral epiphyses	1
GNPAT	Anteverted nares	1
GNPAT	Osteopenia	1
GNPAT	High forehead	1
GNPAT	Microcephaly	1
GNPAT	Abnormality of pelvic girdle bone morphology	1
FANCG	Growth delay	1
FANCG	Anemia	1
FANCG	Leukemia	1
FANCG	Microphthalmia	1
FANCG	Multiple cafe-au-lait spots	1
FANCG	Thrombocytopenia	1
FANCG	Myelodysplasia	1
FANCG	Abnormality of the thumb	1
FANCG	Neutropenia	1
FANCG	Abnormality of chromosome stability	1
FANCG	Microcephaly	1
HBD	Anemia	1
HBD	Imbalanced hemoglobin synthesis	1
HBD	Autosomal dominant inheritance	1
FBN2	Macular degeneration	1
FBN2	Reduced visual acuity	1
FBN2	Visual impairment	1
SERPINB7	Palmoplantar hyperhidrosis	1
SERPINB7	Hyperhidrosis	1
SERPINB7	Palmoplantar keratoderma	1
SERPINB7	Autosomal recessive inheritance	1
SERPINB7	Skin ulcer	1
USH1C	Sensorineural hearing impairment	1
USH1C	Autosomal recessive inheritance	1
KRT14	Respiratory insufficiency	1
KRT14	Autosomal dominant inheritance	1
KRT14	Palmoplantar keratoderma	1
KRT14	Abnormal blistering of the skin	1
KRT14	Subcutaneous hemorrhage	1
KRT14	Palmoplantar hyperkeratosis	1
KRT14	Abnormal pattern of respiration	1
KRT14	Nail dystrophy	1
KRT14	Milia	1
KRT14	Abnormality of the nail	1
KRT14	Nail dysplasia	1
KRT14	Ptosis	1
KRT14	Hyperhidrosis	1
KRT14	Abnormality of dental enamel	1
KRT14	Fatigable weakness	1
KRT14	Ophthalmoparesis	1
KRT5	Respiratory insufficiency	1
KRT5	Autosomal dominant inheritance	1
KRT5	Palmoplantar keratoderma	1
KRT5	Abnormal blistering of the skin	1
KRT5	Subcutaneous hemorrhage	1
KRT5	Palmoplantar hyperkeratosis	1
KRT5	Abnormal pattern of respiration	1
KRT5	Nail dystrophy	1
KRT5	Milia	1
KRT5	Abnormality of the nail	1
KRT5	Nail dysplasia	1
KRT5	Ptosis	1
KRT5	Hyperhidrosis	1
KRT5	Abnormality of dental enamel	1
KRT5	Fatigable weakness	1
KRT5	Ophthalmoparesis	1
COL7A1	Hypopigmented skin patches	1
COL7A1	Abnormality of metabolism/homeostasis	1
COL7A1	Fragile skin	1
COL7A1	Congenital onset	1
COL7A1	Abnormal blistering of the skin	1
COL7A1	Thin skin	1
COL7A1	Nail dystrophy	1
COL7A1	Autosomal recessive inheritance	1
COL7A1	Milia	1
COL7A1	Atrophic scars	1
COL7A1	Autosomal dominant inheritance	1
COL7A1	Cheilitis	1
IRF6	Microdontia	1
IRF6	Micrognathia	1
IRF6	Reduced number of teeth	1
EDARADD	Microdontia	1
EDARADD	Micrognathia	1
EDARADD	Reduced number of teeth	1
FGFR1	Microdontia	1
FGFR1	Micrognathia	1
FGFR1	Reduced number of teeth	1
LTBP3	Microdontia	1
LTBP3	Micrognathia	1
LTBP3	Reduced number of teeth	1
WNT10A	Microdontia	1
WNT10A	Micrognathia	1
WNT10A	Reduced number of teeth	1
MSX1	Microdontia	1
MSX1	Micrognathia	1
MSX1	Reduced number of teeth	1
EDA	Microdontia	1
EDA	Micrognathia	1
EDA	Reduced number of teeth	1
LRP6	Microdontia	1
LRP6	Micrognathia	1
LRP6	Reduced number of teeth	1
AXIN2	Microdontia	1
AXIN2	Micrognathia	1
AXIN2	Reduced number of teeth	1
PAX9	Microdontia	1
PAX9	Micrognathia	1
PAX9	Reduced number of teeth	1
TGFA	Microdontia	1
TGFA	Micrognathia	1
TGFA	Reduced number of teeth	1
NOTCH2	Synophrys	1
NOTCH2	Elongated sella turcica	1
NOTCH2	Dislocated radial head	1
NOTCH2	Inguinal hernia	1
NOTCH2	Osteolytic defects of the phalanges of the hand	1
NOTCH2	Cervical instability	1
NOTCH2	Basilar impression	1
NOTCH2	Acroosteolysis (feet)	1
NOTCH2	Biconcave vertebral bodies	1
NOTCH2	Intestinal malrotation	1
NOTCH2	Hydrocephalus	1
NOTCH2	Micrognathia	1
NOTCH2	Dental malocclusion	1
NOTCH2	Crowded carpal bones	1
NOTCH2	Premature loss of teeth	1
NOTCH2	Long philtrum	1
NOTCH2	Abnormality of the cardiac septa	1
NOTCH2	Long eyelashes	1
NOTCH2	Cryptorchidism	1
NOTCH2	Anteverted nares	1
NOTCH2	Large earlobe	1
NOTCH2	Epicanthus	1
NOTCH2	Thick eyebrow	1
NOTCH2	Tall lumbar vertebral bodies	1
NOTCH2	Downslanted palpebral fissures	1
NOTCH2	Hypospadias	1
NOTCH2	Vertebral compression fractures	1
NOTCH2	Telecanthus	1
NOTCH2	Kyphoscoliosis	1
NOTCH2	Low-set ears	1
NOTCH2	Coarse facial features	1
NOTCH2	Short stature	1
NOTCH2	Wide nose	1
NOTCH2	Osteopenia	1
NOTCH2	Conductive hearing impairment	1
NOTCH2	Joint laxity	1
NOTCH2	Autosomal dominant inheritance	1
NOTCH2	Absent frontal sinuses	1
NOTCH2	Wormian bones	1
NOTCH2	High palate	1
NOTCH2	Full cheeks	1
NOTCH2	Short neck	1
NOTCH2	Osteoporosis	1
NOTCH2	Hirsutism	1
NOTCH2	Short nail	1
NOTCH2	Umbilical hernia	1
NOTCH2	Genu valgum	1
NOTCH2	Renal cyst	1
NOTCH2	Failure to thrive	1
NOTCH2	Patent ductus arteriosus	1
NOTCH2	Pathologic fracture	1
FGFR2	Visual impairment	1
FGFR2	Toe syndactyly	1
FGFR2	Preaxial foot polydactyly	1
FGFR2	Cleft palate	1
FGFR2	Hypertelorism	1
FGFR2	Aplasia/Hypoplasia of the thumb	1
FGFR2	Limitation of joint mobility	1
FGFR2	Depressed nasal bridge	1
FGFR2	Atresia of the external auditory canal	1
FGFR2	Laryngomalacia	1
FGFR2	Malar flattening	1
FGFR2	Aqueductal stenosis	1
FGFR2	Tracheomalacia	1
FGFR2	Urogenital fistula	1
FGFR2	Arnold-Chiari malformation	1
FGFR2	Increased intracranial pressure	1
FGFR2	Abnormality of thumb phalanx	1
FGFR2	Intestinal malrotation	1
FGFR2	Cloverleaf skull	1
FGFR2	Cognitive impairment	1
FGFR2	Seizures	1
FGFR2	High forehead	1
FGFR2	Low-set, posteriorly rotated ears	1
FGFR2	Choanal atresia	1
FGFR2	Proptosis	1
FGFR2	Brachydactyly syndrome	1
FGFR2	Respiratory insufficiency	1
FGFR2	Short nose	1
FGFR2	Short hallux	1
FGFR2	Finger syndactyly	1
SLC16A12	Autosomal dominant inheritance	1
SLC16A12	Cataract	1
SLC16A12	Microcornea	1
SLC16A12	Glycosuria	1
GCK	Maturity-onset diabetes of the young	1
GCK	Autosomal dominant inheritance	1
TTBK2	Autosomal dominant inheritance	1
TTBK2	Cerebellar atrophy	1
TTBK2	Progressive cerebellar ataxia	1
TTBK2	Nystagmus	1
TTBK2	Dysarthria	1
TTBK2	Adult onset	1
TTBK2	Hyperreflexia	1
MYOZ2	Left ventricular hypertrophy	1
MYOZ2	Asymmetric septal hypertrophy	1
MYOZ2	Left bundle branch block	1
MYOZ2	Atrial fibrillation	1
MYOZ2	Ventricular tachycardia	1
MYOZ2	Autosomal dominant inheritance	1
AP4B1	Babinski sign	1
AP4B1	Spastic paraplegia	1
AP4B1	Dystonia	1
AP4B1	High palate	1
AP4B1	Waddling gait	1
AP4B1	Wide nasal bridge	1
AP4B1	Global developmental delay	1
AP4B1	Wide mouth	1
AP4B1	Pes planus	1
AP4B1	Intellectual disability, severe	1
AP4B1	Dysarthria	1
AP4B1	Abnormality of the periventricular white matter	1
AP4B1	Ventriculomegaly	1
AP4B1	Microcephaly	1
AP4B1	Congenital onset	1
AP4B1	Autosomal recessive inheritance	1
AP4B1	Narrow forehead	1
AP4B1	Hypoplasia of the corpus callosum	1
AP4B1	Short philtrum	1
AP4B1	Coarse facial features	1
AP4B1	Neonatal hypotonia	1
AP4B1	Seizures	1
AP4B1	Delayed speech and language development	1
AP4B1	Talipes equinovarus	1
AP4B1	Slow progression	1
AP4B1	Genu recurvatum	1
AP4B1	Short stature	1
AP4B1	Hyperreflexia	1
AP4B1	Bulbous nose	1
MYO7A	Sensorineural hearing impairment	1
MYO7A	Congenital onset	1
MYO7A	Autosomal recessive inheritance	1
MYO7A	Vertigo	1
OFD1	Short nose	1
OFD1	Short finger	1
OFD1	Wide mouth	1
OFD1	Hyperactive deep tendon reflexes	1
OFD1	Broad palm	1
OFD1	Wide intermamillary distance	1
OFD1	Coarse facial features	1
OFD1	Tapered finger	1
OFD1	Radial deviation of finger	1
OFD1	Facial capillary hemangioma	1
OFD1	Posteriorly rotated ears	1
OFD1	Deep philtrum	1
OFD1	Intellectual disability, progressive	1
OFD1	High palate	1
OFD1	Dolichocephaly	1
OFD1	Epicanthus	1
OFD1	Single transverse palmar crease	1
OFD1	Recurrent upper respiratory tract infections	1
OFD1	Multicystic kidney dysplasia	1
OFD1	Hypertelorism	1
OFD1	Short neck	1
OFD1	Intellectual disability, severe	1
OFD1	Cleft palate	1
OFD1	Muscular hypotonia	1
OFD1	X-linked recessive inheritance	1
OFD1	Abnormality of the rib cage	1
OFD1	Macrocephaly	1
OFD1	Inguinal hernia	1
OFD1	Talipes equinovarus	1
OFD1	Wide nose	1
OFD1	Clinodactyly	1
OFD1	Anteverted nares	1
OFD1	Thin upper lip vermilion	1
OFD1	Low-set ears	1
OFD1	Small nail	1
OFD1	Micropenis	1
OFD1	U-Shaped upper lip vermilion	1
OFD1	Congenital hip dislocation	1
OFD1	Thickened nuchal skin fold	1
OFD1	Pneumonia	1
FHL1	Progressive	1
FHL1	Rimmed vacuoles	1
FHL1	Short neck	1
FHL1	Hypertrophic cardiomyopathy	1
FHL1	Back pain	1
FHL1	Scapuloperoneal weakness	1
FHL1	Spinal rigidity	1
FHL1	Proximal muscle weakness	1
FHL1	Scapular winging	1
FHL1	X-linked recessive inheritance	1
FHL1	Elevated serum creatine phosphokinase	1
FHL1	Flexion contracture	1
FHL1	Arrhythmia	1
FHL1	Respiratory insufficiency	1
ST14	Sparse eyebrow	1
ST14	Hypohidrosis	1
ST14	Congenital ichthyosiform erythroderma	1
ST14	Sparse hair	1
ST14	Corneal opacity	1
ST14	Autosomal recessive inheritance	1
ST14	Curly hair	1
ST14	Ichthyosis	1
ST14	Brittle hair	1
ST14	Photophobia	1
ST14	Pili torti	1
ST14	Abnormal hair quantity	1
ST14	Blepharitis	1
BTK	Sinusitis	1
BTK	Enteroviral dermatomyositis syndrome	1
BTK	Recurrent urinary tract infections	1
BTK	Growth hormone deficiency	1
BTK	Hearing impairment	1
BTK	Encephalitis	1
BTK	Epididymitis	1
BTK	Pneumonia	1
BTK	Septic arthritis	1
BTK	Panhypogammaglobulinemia	1
BTK	Short stature	1
BTK	Conjunctivitis	1
BTK	Pyoderma	1
BTK	X-linked recessive inheritance	1
BTK	Recurrent bacterial infections	1
BTK	Chronic otitis media	1
BTK	Meningitis	1
BTK	Diarrhea	1
BTK	Enteroviral hepatitis	1
BTK	Delayed skeletal maturation	1
BTK	Prostatitis	1
BTK	Recurrent enteroviral infections	1
STK4	Autosomal recessive inheritance	1
STK4	Atria septal defect	1
STK4	Lymphopenia	1
STK4	Recurrent fungal infections	1
STK4	Recurrent bacterial infections	1
STK4	Immunodeficiency	1
STK4	Recurrent viral infections	1
STK4	Neutropenia	1
STK4	Verrucae	1
CD40LG	Recurrent bacterial infections	1
CD40LG	X-linked recessive inheritance	1
