Category,Condition,Alias,Relative Link,OtherAliases
"Food, nutrition, and metabolism",gd,gaucher disease,/condition/gaucher-disease,"['cerebroside lipidosis syndrome', ""Gaucher's disease"", 'Gauchers disease', 'Gaucher splenomegaly', 'Gaucher syndrome', 'GD', 'glucocerebrosidase deficiency', 'glucocerebrosidosis', 'glucosylceramidase deficiency', 'glucosylceramide beta-glucosidase deficiency', 'glucosylceramide lipidosis', 'glucosyl cerebroside lipidosis', 'kerasin histiocytosis', 'kerasin lipoidosis', 'kerasin thesaurismosis', 'lipoid histiocytosis (kerasin type)']"
"Food, nutrition, and metabolism",generalized lipodystrophy,berardinelli-seip congenital lipodystrophy,/condition/berardinelli-seip-congenital-lipodystrophy,"['Berardinelli-Seip syndrome', 'Brunzell syndrome (with bone cysts)', 'BSCL', 'congenital generalized lipodystrophy', 'generalized lipodystrophy', 'lipodystrophy, congenital generalized', 'Seip syndrome', 'total lipodystrophy']"
"Food, nutrition, and metabolism",genetic hemochromatosis,hereditary hemochromatosis,/condition/hereditary-hemochromatosis,"['bronzed cirrhosis', 'bronze diabetes', 'familial hemochromatosis', 'genetic hemochromatosis', 'haemochromatosis', 'HC', 'hemochromatosis', 'hereditary haemochromatosis', 'HH', 'HLAH', 'iron storage disorder', 'pigmentary cirrhosis', 'primary hemochromatosis', 'Troisier-Hanot-Chauffard syndrome', 'Von Recklenhausen-Applebaum disease']"
"Food, nutrition, and metabolism",ggm,glucose-galactose malabsorption,/condition/glucose-galactose-malabsorption,"['carbohydrate intolerance', 'complex carbohydrate intolerance', 'GGM', 'monosaccharide malabsorption']"
"Food, nutrition, and metabolism",gla deficiency,fabry disease,/condition/fabry-disease,"['alpha-galactosidase A deficiency', 'Anderson-Fabry disease', 'angiokeratoma corporis diffusum', 'angiokeratoma diffuse', 'ceramide trihexosidase deficiency', ""Fabry's disease"", 'GLA deficiency', 'hereditary dystopic lipidosis']"
"Food, nutrition, and metabolism",gld,krabbe disease,/condition/krabbe-disease,"['Diffuse Globoid Body Sclerosis', 'Galactosylceramidase Deficiency Disease', 'Galactosylceramide lipidosis', 'galactosylcerebrosidase deficiency', 'galactosylsphingosine lipidosis', 'GALC deficiency', 'GCL', 'GLD', 'psychosine lipidosis']"
"Food, nutrition, and metabolism",glucocerebrosidase deficiency,gaucher disease,/condition/gaucher-disease,"['cerebroside lipidosis syndrome', ""Gaucher's disease"", 'Gauchers disease', 'Gaucher splenomegaly', 'Gaucher syndrome', 'GD', 'glucocerebrosidase deficiency', 'glucocerebrosidosis', 'glucosylceramidase deficiency', 'glucosylceramide beta-glucosidase deficiency', 'glucosylceramide lipidosis', 'glucosyl cerebroside lipidosis', 'kerasin histiocytosis', 'kerasin lipoidosis', 'kerasin thesaurismosis', 'lipoid histiocytosis (kerasin type)']"
"Food, nutrition, and metabolism",glucocerebrosidosis,gaucher disease,/condition/gaucher-disease,"['cerebroside lipidosis syndrome', ""Gaucher's disease"", 'Gauchers disease', 'Gaucher splenomegaly', 'Gaucher syndrome', 'GD', 'glucocerebrosidase deficiency', 'glucocerebrosidosis', 'glucosylceramidase deficiency', 'glucosylceramide beta-glucosidase deficiency', 'glucosylceramide lipidosis', 'glucosyl cerebroside lipidosis', 'kerasin histiocytosis', 'kerasin lipoidosis', 'kerasin thesaurismosis', 'lipoid histiocytosis (kerasin type)']"
"Food, nutrition, and metabolism",glucose-6-phosphate deficiency,glycogen storage disease type i,/condition/glycogen-storage-disease-type-i,"['glucose-6-phosphate deficiency', 'glucose-6-phosphate transport defect', 'GSD I', 'GSD type I', 'hepatorenal form of glycogen storage disease', 'hepatorenal glycogenosis', 'von Gierke disease', ""von Gierke's disease""]"
"Food, nutrition, and metabolism",glucose-6-phosphate dehydrogenase deficiency,,/condition/glucose-6-phosphate-dehydrogenase-deficiency,"['Deficiency of glucose-6-phosphate dehydrogenase', 'G6PDD', 'G6PD Deficiency', 'glucose 6 phosphate dehydrogenase deficiency']"
"Food, nutrition, and metabolism",glucose-6-phosphate transport defect,glycogen storage disease type i,/condition/glycogen-storage-disease-type-i,"['glucose-6-phosphate deficiency', 'glucose-6-phosphate transport defect', 'GSD I', 'GSD type I', 'hepatorenal form of glycogen storage disease', 'hepatorenal glycogenosis', 'von Gierke disease', ""von Gierke's disease""]"
"Food, nutrition, and metabolism",glucose-galactose malabsorption,,/condition/glucose-galactose-malabsorption,"['carbohydrate intolerance', 'complex carbohydrate intolerance', 'GGM', 'monosaccharide malabsorption']"
"Food, nutrition, and metabolism","glucose transport defect, blood-brain barrier",glut1 deficiency syndrome,/condition/glut1-deficiency-syndrome,"['De Vivo disease', 'encephalopathy due to GLUT1 deficiency', 'G1D', 'glucose transport defect, blood-brain barrier', 'glucose transporter protein syndrome', 'glucose transporter type 1 deficiency syndrome', 'Glut1 deficiency', 'GLUT1 DS', 'GTPS']"
"Food, nutrition, and metabolism",glucose transporter protein syndrome,glut1 deficiency syndrome,/condition/glut1-deficiency-syndrome,"['De Vivo disease', 'encephalopathy due to GLUT1 deficiency', 'G1D', 'glucose transport defect, blood-brain barrier', 'glucose transporter protein syndrome', 'glucose transporter type 1 deficiency syndrome', 'Glut1 deficiency', 'GLUT1 DS', 'GTPS']"
"Food, nutrition, and metabolism",glucose transporter type 1 deficiency syndrome,glut1 deficiency syndrome,/condition/glut1-deficiency-syndrome,"['De Vivo disease', 'encephalopathy due to GLUT1 deficiency', 'G1D', 'glucose transport defect, blood-brain barrier', 'glucose transporter protein syndrome', 'glucose transporter type 1 deficiency syndrome', 'Glut1 deficiency', 'GLUT1 DS', 'GTPS']"
"Food, nutrition, and metabolism",glucosyl cerebroside lipidosis,gaucher disease,/condition/gaucher-disease,"['cerebroside lipidosis syndrome', ""Gaucher's disease"", 'Gauchers disease', 'Gaucher splenomegaly', 'Gaucher syndrome', 'GD', 'glucocerebrosidase deficiency', 'glucocerebrosidosis', 'glucosylceramidase deficiency', 'glucosylceramide beta-glucosidase deficiency', 'glucosylceramide lipidosis', 'glucosyl cerebroside lipidosis', 'kerasin histiocytosis', 'kerasin lipoidosis', 'kerasin thesaurismosis', 'lipoid histiocytosis (kerasin type)']"
"Food, nutrition, and metabolism",glucosylceramidase deficiency,gaucher disease,/condition/gaucher-disease,"['cerebroside lipidosis syndrome', ""Gaucher's disease"", 'Gauchers disease', 'Gaucher splenomegaly', 'Gaucher syndrome', 'GD', 'glucocerebrosidase deficiency', 'glucocerebrosidosis', 'glucosylceramidase deficiency', 'glucosylceramide beta-glucosidase deficiency', 'glucosylceramide lipidosis', 'glucosyl cerebroside lipidosis', 'kerasin histiocytosis', 'kerasin lipoidosis', 'kerasin thesaurismosis', 'lipoid histiocytosis (kerasin type)']"
"Food, nutrition, and metabolism",glucosylceramide beta-glucosidase deficiency,gaucher disease,/condition/gaucher-disease,"['cerebroside lipidosis syndrome', ""Gaucher's disease"", 'Gauchers disease', 'Gaucher splenomegaly', 'Gaucher syndrome', 'GD', 'glucocerebrosidase deficiency', 'glucocerebrosidosis', 'glucosylceramidase deficiency', 'glucosylceramide beta-glucosidase deficiency', 'glucosylceramide lipidosis', 'glucosyl cerebroside lipidosis', 'kerasin histiocytosis', 'kerasin lipoidosis', 'kerasin thesaurismosis', 'lipoid histiocytosis (kerasin type)']"
"Food, nutrition, and metabolism",glucosylceramide lipidosis,gaucher disease,/condition/gaucher-disease,"['cerebroside lipidosis syndrome', ""Gaucher's disease"", 'Gauchers disease', 'Gaucher splenomegaly', 'Gaucher syndrome', 'GD', 'glucocerebrosidase deficiency', 'glucocerebrosidosis', 'glucosylceramidase deficiency', 'glucosylceramide beta-glucosidase deficiency', 'glucosylceramide lipidosis', 'glucosyl cerebroside lipidosis', 'kerasin histiocytosis', 'kerasin lipoidosis', 'kerasin thesaurismosis', 'lipoid histiocytosis (kerasin type)']"
"Food, nutrition, and metabolism",glucosyltransferase 1 deficiency,alg6-congenital disorder of glycosylation,/condition/alg6-congenital-disorder-of-glycosylation,"['carbohydrate-deficient glycoprotein syndrome type Ic', 'carbohydrate-deficient glycoprotein syndrome type V', 'CDG1C', 'CDGIc', 'CDG syndrome type Ic', 'congenital disorder of glycosylation type Ic', 'glucosyltransferase 1 deficiency']"
"Food, nutrition, and metabolism",glut1 deficiency syndrome,,/condition/glut1-deficiency-syndrome,"['De Vivo disease', 'encephalopathy due to GLUT1 deficiency', 'G1D', 'glucose transport defect, blood-brain barrier', 'glucose transporter protein syndrome', 'glucose transporter type 1 deficiency syndrome', 'Glut1 deficiency', 'GLUT1 DS', 'GTPS']"
"Food, nutrition, and metabolism",glutamate formiminotransferase deficiency,,/condition/glutamate-formiminotransferase-deficiency,"['Arakawa syndrome 1', 'FIGLU-uria', 'formiminoglutamic aciduria', 'formiminotransferase deficiency']"
"Food, nutrition, and metabolism",glutaric acidemia type i,,/condition/glutaric-acidemia-type-i,"['GA I', 'Glutaric acidemia I', 'Glutaric acidemia type 1', 'Glutaric aciduria I', 'Glutaryl-CoA dehydrogenase deficiency']"
"Food, nutrition, and metabolism",glutaric acidemia type ii,,/condition/glutaric-acidemia-type-ii,"['electron transfer flavoprotein deficiency', 'EMA', 'ETFA deficiency', 'ETFB deficiency', 'ETFDH deficiency', 'ethylmalonic-adipicaciduria', 'GA II', 'glutaric acidemia, type 2', 'glutaric aciduria, type 2', 'MAD', 'MADD', 'multiple acyl-CoA dehydrogenase deficiency', 'multiple FAD dehydrogenase deficiency']"
"Food, nutrition, and metabolism",glutaryl-coa dehydrogenase deficiency,glutaric acidemia type i,/condition/glutaric-acidemia-type-i,"['GA I', 'Glutaric acidemia I', 'Glutaric acidemia type 1', 'Glutaric aciduria I', 'Glutaryl-CoA dehydrogenase deficiency']"
"Food, nutrition, and metabolism",glutathione synthetase deficiency,,/condition/glutathione-synthetase-deficiency,"['5-oxoprolinemia', '5-oxoprolinuria', 'deficiency of glutathione synthase', 'deficiency of glutathione synthetase', 'pyroglutamic acidemia', 'pyroglutamic aciduria']"
"Food, nutrition, and metabolism",gluten enteropathy,celiac disease,/condition/celiac-disease,"['celiac sprue', 'gluten enteropathy', 'sprue']"
"Food, nutrition, and metabolism",glyceric aciduria,primary hyperoxaluria,/condition/primary-hyperoxaluria,"['congenital oxaluria', 'D-glycerate dehydrogenase deficiency', 'glyceric aciduria', 'glycolic aciduria', 'hepatic AGT deficiency', 'hyperoxaluria, primary', 'oxalosis', 'oxaluria, primary', 'peroxisomal alanine:glyoxylate aminotransferase deficiency', 'primary oxalosis', 'primary oxaluria']"
"Food, nutrition, and metabolism",glycine encephalopathy,,/condition/glycine-encephalopathy,"['Hyperglycinemia, Nonketotic', 'NKH', 'Nonketotic Hyperglycinemia', 'non-ketotic hyperglycinemia']"
"Food, nutrition, and metabolism",glycine n-methyltransferase deficiency,hypermethioninemia,/condition/hypermethioninemia,"['Deficiency of methionine adenosyltransferase', 'glycine N-methyltransferase deficiency', 'GNMT deficiency', 'Hepatic methionine adenosyltransferase deficiency', 'MAT deficiency', 'MET', 'methionine adenosyltransferase deficiency', 'methioninemia', 'S-adenosylhomocysteine hydrolase deficiency']"
"Food, nutrition, and metabolism",glycogen storage disease type 0,,/condition/glycogen-storage-disease-type-0,"['glycogen storage disease 0', 'glycogen synthase deficiency', 'glycogen synthetase deficiency', 'GSD 0', 'GSD type 0', 'hypoglycemia with deficiency of glycogen synthetase']"
"Food, nutrition, and metabolism",glycogen storage disease type i,,/condition/glycogen-storage-disease-type-i,"['glucose-6-phosphate deficiency', 'glucose-6-phosphate transport defect', 'GSD I', 'GSD type I', 'hepatorenal form of glycogen storage disease', 'hepatorenal glycogenosis', 'von Gierke disease', ""von Gierke's disease""]"
"Food, nutrition, and metabolism",glycogen storage disease type ii,pompe disease,/condition/pompe-disease,"['acid maltase deficiency', 'acid maltase deficiency disease', 'alpha-1,4-glucosidase deficiency', 'AMD', 'deficiency of alpha-glucosidase', 'GAA deficiency', 'glycogenosis Type II', 'glycogen storage disease type II', 'GSD2', 'GSD II', ""Pompe's disease""]"
"Food, nutrition, and metabolism",glycogen storage disease type iii,,/condition/glycogen-storage-disease-type-iii,"['AGL deficiency', 'Cori disease', ""Cori's disease"", 'debrancher deficiency', 'Forbes disease', 'glycogen debrancher deficiency', 'GSD3', 'GSD III', 'limit dextrinosis']"
"Food, nutrition, and metabolism",glycogen storage disease type iv,,/condition/glycogen-storage-disease-type-iv,"['amylopectinosis', 'Andersen disease', 'Andersen glycogenosis', ""Andersen's disease"", 'brancher deficiency', 'branching enzyme deficiency', 'glycogen branching enzyme deficiency', 'glycogenosis 4', 'glycogenosis, type IV', 'glycogen storage disease IV', 'glycogen storage disease type 4', 'GSD4', 'GSD IV', 'GSD type IV', 'type IV glycogenosis']"
"Food, nutrition, and metabolism",glycogen storage disease type ix,,/condition/glycogen-storage-disease-type-ix,"['GSDIX', 'GSD IX', 'PhK deficiency', 'phosphorylase b kinase deficiency', 'phosphorylase kinase deficiency']"
"Food, nutrition, and metabolism",glycogen storage disease type vi,,/condition/glycogen-storage-disease-type-vi,"['GSD6', 'GSD type VI', 'GSD VI', 'hepatic glycogen phosphorylase deficiency', 'Hers disease', 'liver phosphorylase deficiency syndrome']"
"Food, nutrition, and metabolism",glycogen storage disease type vii,,/condition/glycogen-storage-disease-type-vii,"['glycogenosis 7', 'GSD7', 'GSD VII', 'muscle phosphofructokinase deficiency', 'PFKM deficiency', 'phosphofructokinase deficiency', 'Tarui disease']"
"Food, nutrition, and metabolism",glycogenosis type ii,pompe disease,/condition/pompe-disease,"['acid maltase deficiency', 'acid maltase deficiency disease', 'alpha-1,4-glucosidase deficiency', 'AMD', 'deficiency of alpha-glucosidase', 'GAA deficiency', 'glycogenosis Type II', 'glycogen storage disease type II', 'GSD2', 'GSD II', ""Pompe's disease""]"
"Food, nutrition, and metabolism",glycolic aciduria,primary hyperoxaluria,/condition/primary-hyperoxaluria,"['congenital oxaluria', 'D-glycerate dehydrogenase deficiency', 'glyceric aciduria', 'glycolic aciduria', 'hepatic AGT deficiency', 'hyperoxaluria, primary', 'oxalosis', 'oxaluria, primary', 'peroxisomal alanine:glyoxylate aminotransferase deficiency', 'primary oxalosis', 'primary oxaluria']"
"Food, nutrition, and metabolism",glycosylasparaginase deficiency,aspartylglucosaminuria,/condition/aspartylglucosaminuria,"['AGA deficiency', 'aspartylglucosamidase deficiency', 'Aspartylglucosaminidase deficiency', 'aspartylglycosaminuria', 'glycosylasparaginase deficiency']"
"Food, nutrition, and metabolism",gm2 activator deficiency disease,"gm2-gangliosidosis, ab variant",/condition/gm2-gangliosidosis-ab-variant,"['AB variant', 'Activator Deficiency/GM2 Gangliosidosis', 'Activator-deficient Tay-Sachs disease', 'GM2 Activator Deficiency Disease', 'GM2 gangliosidosis, type AB', 'Hexosaminidase activator deficiency', 'Tay-Sachs Disease, AB Variant']"
"Food, nutrition, and metabolism","gm2-gangliosidosis, ab variant",,/condition/gm2-gangliosidosis-ab-variant,"['AB variant', 'Activator Deficiency/GM2 Gangliosidosis', 'Activator-deficient Tay-Sachs disease', 'GM2 Activator Deficiency Disease', 'GM2 gangliosidosis, type AB', 'Hexosaminidase activator deficiency', 'Tay-Sachs Disease, AB Variant']"
"Food, nutrition, and metabolism","gm2 gangliosidosis, type 1",tay-sachs disease,/condition/tay-sachs-disease,"['B variant GM2 gangliosidosis', 'GM2 gangliosidosis, type 1', 'HexA deficiency', 'Hexosaminidase A deficiency', 'Hexosaminidase alpha-subunit deficiency (variant B)', 'Sphingolipidosis, Tay-Sachs', 'TSD']"
"Food, nutrition, and metabolism","gm2 gangliosidosis, type 2",sandhoff disease,/condition/sandhoff-disease,"['Beta-hexosaminidase-beta-subunit deficiency', 'GM2 gangliosidosis, type 2', 'GM2 Gangliosidosis, Type II', 'Hexosaminidase A and B Deficiency Disease', 'Sandhoff-Jatzkewitz-Pilz disease', 'Total hexosaminidase deficiency']"
"Food, nutrition, and metabolism","gm2 gangliosidosis, type ii",sandhoff disease,/condition/sandhoff-disease,"['Beta-hexosaminidase-beta-subunit deficiency', 'GM2 gangliosidosis, type 2', 'GM2 Gangliosidosis, Type II', 'Hexosaminidase A and B Deficiency Disease', 'Sandhoff-Jatzkewitz-Pilz disease', 'Total hexosaminidase deficiency']"
